NAME	GENE	CHR	ya1s4p2_109	ya1s4p2_125	ya1s4p2_0115FR	ya1s4p2_0111FR	ya1s4p2_0112
YGL213C	SKI8		0.53		1.63	1.42	0.58
YIL141W			0.77	0.77	0.84	0.79	1.11
YNL022C			0.66	0.57	1.67	1.48	0.7
YFR004W	RPN11		1.67	1.55	0.61	0.59	2.1
YKL006C-A	SFT1		1.76	1.95	0.67	0.7	1.81
YMR147W			0.96	1.04	0.88	0.94	0.83
YPL016W	SWI1		0.97				0.74
YMR082C			1				0.5
YAL041W	CDC24		0.86	0.66	1.4	1	0.96
YKL070W			1.2	1.78	0.81	0.6	2.07
YNL290W	RFC3		0.78	0.79	1.11	1.08	0.96
YFR005C	SAD1		0.51	0.55	1.74	1.78	0.54
YGR230W	BNS1		2.17	2.32	0.57	0.45	2.78
YOR331C			1.01	1	1.24	1.46	0.83
YOL059W	GPD2		1.18	1.22	0.88	1.21	0.79
YKL136W			1.26	1.31	0.91	0.82	1.32
YPL017C			2.96		0.4	0.37	3.25
YDR345C	HXT3		0.66	0.61	2.27	1.31	0.77
YER048C	CAJ1		1.53	1.38	0.67	0.72	1.57
YNL291C	MID1		0.76	0.59	1.65	1.74	0.62
YCR053W	THR4		0.48	0.48	1.94	1.68	0.59
YCL036W			1.18	1.13	0.93	0.91	1.47
YGR231C	PHB2		2	1.73	0.56	0.47	2.58
YJL179W	PFD1		0.99	1.07	1.03	0.97	1.2
YIL142W	CCT2		0.78	0.7	1.55	1.37	0.98
YML065W	ORC1		0.89	0.83	1.24	1.07	0.92
YNL023C	FAP1		0.68	0.69	1.56	1.1	0.78
YLR445W					0.88	0.74	0.9
YMR148W			2.05	1.92	0.6	0.74	1.65
YPR034W	ARP7		0.86	0.75	1.15	1.13	0.8
YLR111W			1.13		1.07	1.16	0.54
YBR096W			1.38	1.35	0.79	0.79	1.41
YCR054C	CTR86		1.08	1.18	0.82	0.89	1.23
YBL079W	NUP170		1.03	0.74	1.19	1.17	0.77
YCL037C	SRO9		0.21	0.18	5.25	2.64	0.34
YAL042W	FUN9		0.99	0.99	1.25	1.24	1.08
YML066C			1.1		0.61		0.74
YIL143C	SSL2		0.79	0.8	1.25	1.22	0.9
YKL071W			17.36	21.15	0.06	0.07	44.97
YDR011W	SNQ2		0.6	0.54	1.44	1.14	0.72
YOR077W	RTS2		1.21	1.44	0.84	0.95	1.08
YGL214W			1.12	1.04	0.93	0.94	0.7
YKL137W			1.39	1.22	1.01	0.85	1.49
YNR040W			1.12	1.13	1.1	1.02	1.19
YJL100W			2.8	3.28	0.38	0.4	2.97
YAR060C						0.64	1.32
YAL043C	PTA1		0.81	0.75	1.38	0.87	0.99
YDR346C			0.81	0.68	1.55	1.71	0.71
YMR083W	ADH3		0.66	0.66	1.82	1.15	0.76
YKL138C	MRPL31		0.84	0.72	1.52	1.17	0.95
YLR380W	CSR1		0.94	0.96	1.03	0.89	0.96
YNR041C	COQ2		1.84	1.86	0.55	0.78	1.81
YNL024C			1.36	1.22	0.76	0.72	1.56
YFR006W			0.61	0.57	1.85	1.86	0.63
YJL101C	GSH1		4.14	4.25	0.25	0.29	5.14
YJL206C-A			0.4	0.49	2.1	2.4	0.45
YMR149W	SWP1		0.64	0.66	1.87	1.91	0.59
YLR446W			1	0.79	0.9	1.01	0.99
YPR035W	GLN1		0.88	1	1.68	4.07	0.36
YOR332W	VMA4		0.92	0.89	1.44	1.67	0.86
YLR112W			0.83		1.36	0.94	0.76
YPL018W	CTF19		1.9		0.25	0.33	
YBR097W	VPS15		1.04	1.17	0.76	0.84	1.3
YCR055C			0.25	0.22	3.12	2.22	0.35
YCL038C			3.62	3.58	0.31	0.27	4.35
YDR280W	RRP45		0.79	0.64	1.48	1.44	0.73
YBL001C	ECM15		2.61	2.09	0.62	0.77	2.52
YML067C			0.92	0.89	1.11	1.32	0.85
YER049W			0.49	0.41	2.39	2.39	0.48
YNL292W	PUS4		0.4	0.38	2.64	1.89	0.46
YLR447C	VMA6		0.74	0.63	1.47	2.08	0.59
YKL072W	STB6		0.81	0.73	1.41	1.3	0.76
YDR012W	RPL4B		0.29	0.28	5.11	5.59	0.24
YOR078W			0.74	0.67	1.5	1	0.96
YGR232W			1.16	1.13	1.05	1.23	0.96
YOR333C			0.93	0.4	2	1.49	0.56
YGL215W	CLG1		0.5	0.43	2.41	1.59	0.65
YPL019C			1.44	1.48	0.58	0.45	2.03
YDR281C			1.14	1.01	0.78	0.74	1.46
YAL044C	GCV3		0.6	0.7	1.78	1.4	0.75
YGL150C	INO80		0.75	0.59	1.48	1.25	0.77
YGR233C				1.88	0.58	0.52	1.84
YOR079C	ATX2		1.38	1.28	0.6	0.77	1.74
YMR084W			1.03		0.59	0.62	
YLR381W			1.07	1.13	0.79	0.82	0.99
YIL144W	TID3		1.12	0.98	0.84	0.92	1.23
YNL025C	SSN8		1.19	1.09	0.9	0.95	0.92
YFR007W			1.06	1.12	0.91	0.87	1.24
YPR036W	VMA13		0.96	0.95	1.31	1.6	0.8
YLR113W	HOG1		1.09	1.08	1.11	1.28	0.86
YBR098W	MMS4		0.51	0.34	1.65	1.91	0.62
YAR061W			1.04	1.08	0.85	0.92	
YLR382C	NAM2		0.96	1.09	0.87	0.73	1.17
YIL145C			0.9	0.78	1.25	1.34	0.82
YKR090W			1.1	1.07	0.98	1.04	0.86
YDR347W	MRP1		0.9	0.93	1.15	1.18	1.02
YNL293W	MSB3		1.61	2.03	0.66	0.62	1.63
YKL073W	LHS1		0.65	0.51	1.74	1.44	0.62
YDR013W			1.19	0.85	0.59	0.58	1.05
YLL031C			0.91	0.86	1.17	1.24	0.8
YPR037C			1.92	2.4	0.47	0.75	1.73
YGL216W	KIP3		0.91	0.84	1.17	0.98	1.01
YLR114C			0.91	0.9	1.08	0.93	0.97
YKL139W	CTK1		0.98	1.06	0.93	0.86	0.87
YNR042W			1.56	1.77	0.6	0.7	1.64
YBR099C			1.37	1.42	0.58	0.55	2.13
YJL102W	MEF2		1.32	1.34	0.76	0.67	1.64
YDR282C			0.59	0.51	1.77	1.37	0.62
YAL045C			2.32	2.25	0.54	0.52	2.85
YCR029C-A			0.73	0.78	1.23	1.65	0.72
YDR348C			0.96		0.73	0.79	0.99
YNL294C			1.54	1.37	0.78	0.73	1.59
YKL074C	MUD2		1.24	1.14	0.87	0.81	1.21
YCR056W			0.47		2.67	1.64	0.43
YCL039W			1.38	1.55	0.69	0.7	1.76
YHR079C-B			0.97	0.96	0.92	0.75	1.11
YMR085W			0.25	0.15	7.07	3.07	0.36
YGL217C			0.67		1.31	0.85	1.03
YBL002W	HTB2		0.7	0.65	2.94	2.55	0.84
YML068W			1.12	1.24	0.79	0.73	1.09
YJL103C			1.53	1.38	0.63	0.7	1.26
YLR448W	RPL6B		0.19	0.11	6.97	6.26	0.18
YFR008W			0.5	0.53	1.45	1.3	0.5
YOR334W	MRS2		0.55	0.38	2.7	1.97	0.51
YCR057C	PWP2		0.5	0.36	2.17	1.52	0.51
YAR062W			0.18	0.12	7.14	4.28	0.19
YBL003C	HTA2		0.72	0.77	1.79	1.92	0.63
YIL146C	ECM37		2.08	2.33	0.42	0.51	2.46
YKR091W	SRL3		1.91	2.62	0.45	0.41	
YGL151W	NUT1		0.62	0.56	1.85	1.67	0.64
YDR014W			1.2	1.41	0.68	0.78	1.09
YLL032C			1.17		0.92	0.88	1.39
YGR234W	YHB1		10.41	11.96	0.14	0.13	12.34
YOR335C	ALA1		0.4	0.35	3.14	2.7	0.46
YJR120W			0.98	1.2	0.78	0.8	0.86
YNR043W	MVD1		0.42	0.4	2.56	2.3	0.38
YNL026W			0.97	0.89	1.11	1.14	0.98
YDR283C					0.84		0.8
YAL046C			0.88	0.85	0.88	1.43	1.04
YKR092C	SRP40		0.48	0.38	2.25	1.38	0.63
YDR349C	YPS7		0.66		1.17	1.06	0.85
YGL152C			1.64	1.53	0.58	0.76	1.68
YKL075C			1.12	0.97	0.93	1.06	1.05
YIL080W			1.8		0.41	0.43	2.26
YDR015C			1.1				
YGR235C			2.63	3.43	0.35	0.33	3.33
YBR020W	GAL1		0.94	0.92	0.91	0.98	1.11
YMR086W			1.12	0.97	1.15	1	1.14
YLR383W	RHC18		0.42	0.33	2.15	2.02	0.34
YML069W	POB3		1.36	1.41	0.66	0.75	1.38
YLR449W	FPR4		0.37	0.35	2.73	1.82	0.58
YFR009W	GCN20		0.52	0.47	1.99	1.97	0.47
YPL210C	SRP72		0.93	0.81	1.34	1.33	0.79
YPR038W			1.77	1.88	0.6	0.91	1.35
YLR115W	CFT2		1.01	0.84	1.3	1.18	0.87
YOR001W	RRP6		0.92	0.96	1.11	0.71	0.84
YCR058C			0.55		2.13		0.5
YLR384C	IKI3		0.96	0.41	2.15	1.65	0.45
YIL147C	SLN1		0.84	0.7	1.35	1.26	0.83
YOR270C	VPH1		0.63	0.6	1.87	2.1	0.59
YLR050C			1.17	1.54	0.93	0.66	1.2
YNL295W			1.13	1.26	0.99	0.83	0.91
YGL218W			1.45	1.48	0.67	0.77	1.44
YNR044W	AGA1		1.3	0.94	1.05	0.82	1.35
YJR121W	ATP2		1.03	0.96	1.13	1.27	1.09
YJL104W			0.88	0.83	1.35	1.08	1.14
YNL027W	CRZ1		0.67	0.61	1.26	1.16	0.65
YDR284C	DPP1		1.61	1.7	0.72	0.94	1.2
YBR084C-A	RPL19A		0.15	0.16	6.72	7.7	0.17
YAL047C	SPC72		1.17	1.35	0.74	0.75	1.54
YKL076C			1.2	1.12	1.01	1.04	1.04
YDR016C			1.02	1.07	1.03	1.14	1.01
YGR236C			0.98	1.1	0.9	1.32	0.7
YBR021W	FUR4		1.1	1.14	0.76	0.73	1.08
YMR087W			3.86	4.08	0.28	0.37	3.74
YGL219C			1.65	1.76	0.73	0.79	1.48
YBL004W			1.53	1.89		0.61	1.53
YLL033W			1.1	0.97	0.72	0.77	1.29
YPR039W			0.8	0.82	1.04	1.53	0.77
YOR336W	KRE5		0.96		0.9	1.03	
YLR116W	MSL5		0.97	1.03	1.02	0.95	0.99
YOR002W	ALG6		1.02	1.14	0.97	1.14	0.88
YCR059C			0.86	0.88	1.09		0.96
YAR064W			0.95	0.97	0.98	1.13	0.95
YMR088C			1.16	1.29	0.85	1.08	0.9
YLR385C			0.56		1.06	0.88	0.71
YGR170W	PSD2		0.91	0.87	1.3	1.28	0.88
YKR093W	PTR2		0.39	0.23	4.9	2.76	0.27
YOR271C			0.32	0.3	2.62	2.42	0.39
YGL153W	PEX14		1.79	1.87	0.57	0.6	1.84
YLR051C			0.86	0.76	1.37	1.17	1.14
YNL296W			0.8	0.74	1.24	1.05	0.74
YLL034C			1.12	1.02	0.62	0.75	0.32
YLR117C	SYF3		1.45	1.21	0.87	0.77	1.44
YNR045W	PET494		1.09	1.04	1.03	1.15	0.92
YJR122W	CAF17		1.81	2.02	0.49	0.39	2.19
YJL105W			0.7		1.12	0.89	0.78
YNL028W			1.09	1.12		0.78	1.24
YBR290W	BSD2		1.36	1.49	0.67	0.79	1.34
YPL211W	NIP7		0.4	0.41	2.64	2.73	0.44
YAL048C			2.84	2.95	0.45	0.27	2.84
YGR171C	MSM1		0.82	0.89	1.14	0.8	1.01
YKR094C	RPL40B		0.15	0.09	8.62	10.66	0.13
YNL297C			1.03	0.88	1.3	1.37	0.82
YGL154C	LYS5		1.87	1.87	0.55	0.85	1.83
YIL082W			4.99	5.34	0.22	0.34	4.21
YDR017C	KCS1		0.89	0.7	1.12	1.16	0.8
YGR237C			1.45	1.43	0.82	0.87	1.24
YBR022W			1.87	1.79	0.65	0.58	2.09
YBL005W	PDR3		3.32	2.72	0.31	0.54	2.88
YIL148W	RPL40A		0.1	0.1	7.7	9.7	0.12
YNL029C	KTR5		0.73	0.7	1.28	1.32	0.69
YPL212C	PUS1		1.31	1.88	0.68	0.79	1.08
YBR291C	CTP1		1.94	2.14	0.54	0.85	1.41
YOR337W	TEA1		1.14	1.28	0.75	0.72	1.12
YOR003W	YSP3		1.27	1.16	0.59	0.86	1.31
YIL083C			0.8	0.84	1.15	1.11	0.81
YDR285W	ZIP1		1.15				
YMR089C	YTA12		1	0.95	1.07	0.91	1.08
YBR023C	CHS3		0.91	0.8	1.09	0.96	0.94
YDR540C			0.81	0.55	1.65	1.71	0.52
YBL006C			0.75	0.75	1.4	1.66	0.67
YIL149C			0.65	0.46	1.75	1.45	0.65
YKL077W			0.59	0.58	1.68	1.94	0.58
YLR118C			1.58	1.79	0.58	0.8	1.24
YNR046W			0.46	0.48	2.27	1.95	0.6
YJR123W	RPS5		0.1	0.1	17.16	18.17	0.09
YJL106W	IME2		0.57	0.58	1.47	1.37	
YDR286C			1.3	1.34	0.7	0.68	1.5
YAL049C			1.22	1.11	1.15	1.4	0.96
YGR172C	YIP1		0.62	0.66	1.53	1.5	0.69
YDR018C			1.64	3.74	0.35	0.53	1.5
YGR238C	KEL2		1.22	1.24	0.67	0.68	1.31
YLR386W			1.89	2.47	0.48	0.38	2.15
YJR124C			0.68	0.46	2.11	1.87	0.56
YOR272W	YTM1		0.34	0.29	3.08	2.39	0.36
YJL107C			0.72		1.16		0.8
YLR052W			1.09	1.08	0.89	0.93	1.17
YLL035W			0.62	0.63	1.48	1.27	0.86
YBR292C			1.36	1.6	0.52	0.64	1.78
YOR338W			1.68		0.34	0.42	2.3
YOR004W			0.53	0.49	1.97	1.84	0.55
YAR066W			0.94	1	1.05	1.13	1.37
YIL084C	SDS3		1.22	0.89	0.91	1.02	0.92
YDR541C			0.91	1.01	1.14	0.87	1.07
YLR387C			1.77	2.27	0.48	0.39	2.54
YBL007C	SLA1		0.96	1.19	1	0.79	1.07
YKR095W	MLP1		1.08	0.69	1.17	0.76	0.32
YOR273C			0.88	0.72	1.25	1.31	0.7
YGL155W	CDC43		0.48	0.5	2.08	2.12	0.49
YHR130C			2.39	2.22	0.54	0.55	2.03
YLR053C			4.22	3.99	0.3	0.37	3.42
YNL298W	CLA4		0.57	0.58	1.83	1.24	0.65
YKL078W			0.67		2.44	1.75	0.42
YLL036C	PRP19		0.58	0.52	1.73	1.76	0.58
YJL041W	NSP1		1.22	1.01	0.8	0.92	0.95
YOR339C	UBC11		0.94	0.97	0.8	0.85	0.78
YNR047W			2.4	2.31	0.52	0.3	2.47
YOR005C	DNL4		1.02	0.89	0.89	1.09	0.98
YMR010W			0.58	0.6	1.79	1.28	0.79
YPL213W	LEA1		2	2.01	0.46	0.66	
YGR239C	PEX21		3.55	3.68	0.26	0.4	3.2
YBR024W	SCO2		1.69	1.66	0.55	0.72	1.64
YJR125C	ENT3		2.01	2.01	0.54	0.54	1.71
YJL108C			0.73	0.83	1.36	1.33	0.77
YPL214C	THI6		0.86	0.78	1.31	1.51	0.81
YLR119W	SRN2		1.51		0.63	0.64	1.83
YIL085C	KTR7		0.64	0.62	1.77	1.92	0.52
YDR287W			1.97	2.8	0.39	0.51	1.85
YGL090W	LIF1		1.29	1.65	0.65		1.52
YBR025C			0.48	0.48	2.5	2.73	0.46
YGR173W			0.67	0.52	1.56	1.36	0.67
YKR096W			1.04	1.26	0.85	0.86	1.21
YGL156W	AMS1		3.26	6.45	0.18	0.23	
YHR131C			1.07	1.29	0.98	0.92	1.43
YLR054C			1.43		0.46	0.61	1.61
YNL299W	TRF5		0.92	0.87	1.13	0.92	1.12
YKL079W	SMY1		1.21	1.29	0.85	0.74	1.27
YJL042W	MHP1		1.01	0.89	1.28	1.04	1.09
YNR048W			1.32	1.32	0.87	0.84	1.47
YOR006C			1.27	1.11	0.95	0.98	1.14
YMR011W	HXT2		0.04	0.01	21.74	15.37	0.06
YGL091C	NBP35		2.13	2.28	0.46	0.4	2.81
YBR293W			2.39	2.84	0.42	0.44	2.46
YGR174C	CBP4		3.9	3.8	0.26	0.29	4.12
YMR280C	CAT8		1.17		0.72	0.76	1.08
YDR542W			1.92	2	0.73	0.63	1.6
YLR388W	RPS29A		0.12	0.13	11.44	11.83	0.14
YNR049C	MSO1		2.25	1.94	0.49	0.75	1.99
YBL008W	HIR1		0.78	0.74	1.44	1.35	0.92
YJR126C			0.92	0.88	1.07	1.12	0.89
YOR274W	MOD5		1.57	1.43	0.64	0.76	1.36
YJL109C			0.35	0.29	3.87	2.33	0.39
YLL037W			0.67	0.66	1.34	1.31	0.76
YNL220W	ADE12		0.61	0.69	2.09	2.47	0.53
YER180C	ISC10		1.05	1.1	0.88	0.82	1.21
YIL086C			1.09	0.89	0.83		0.58
YAR068W			0.42	0.27	4.74	3.02	0.48
YDR288W			1.74	1.53	0.7	0.77	1.36
YBR026C	MRF1'		7.54	8.19	0.12	0.21	6.79
YDR543C			0.9		0.74	0.85	0.79
YLR389C	STE23		0.71	0.54	1.79	1.46	0.71
EMPTY			1.61	1.41	0.76	0.74	1.65
YKR097W	PCK1		0.32	0.22	5.7	4.99	0.24
YOR275C			1.23	1.16	0.87	0.82	1.12
YHR132C	ECM14		0.84			0.88	0.51
YLR055C	SPT8		0.67	0.67	1.69	1.6	0.63
YGL157W			1.08	0.9	0.64	0.33	1.45
YJR060W	CBF1		1.19				
YLL038C	ENT4		0.64		1.49	1.36	0.69
YJL043W			0.75		0.83	0.84	1.01
YNL221C	POP1		0.64	0.57	1.98	1.54	0.71
YKL001C	MET14		1.55	1.37	0.66	0.35	3.56
YOR007C	SGT2		3.43	2.23	0.38	0.46	2.73
YAR069C							2.15
YMR012W	CLU1		0.53	0.39	2.44	1.65	0.58
YDR289C	RTT103		1.17	1.15	0.82	0.91	1.22
YPL215W	CBP3		0.95	0.99	1.1	1.17	1.07
YBR294W	SUL1		0.9	0.81	1.25	0.98	0.98
YGR175C	ERG1		0.7	0.74	1.8	1.33	0.62
YKR098C	UBP11		1.23	1.3	0.82	0.81	1.31
YJL044C	GYP6		0.75	0.72	1.32	1.31	0.65
YBL009W			0.61	0.58	1.69	1.31	0.86
YJR127C	ZMS1		0.87	1.16	0.96	1.01	1
YMR013C	SEC59		1.11	0.95	1.04	1.1	0.93
YLR310C	CDC25		1	0.96	1.07	1.13	0.56
YER181C			12.85		0.07	0.08	14.53
YIL087C			3.58	5.36	0.28	0.34	3.21
YGL092W	NUP145		1.09				
YBR027C			1	1.24	0.72	0.86	1.01
YDR544C			0.91	0.88	1.81	1.52	0.75
YHL050C			2.17	2.03	0.73	0.72	1.71
YHR133C			1.01				
YGL158W						6.36	
YMR281W	GPI12		0.86	0.82	1.26	1.16	0.94
YJR061W			1.19	1.31	0.69	0.72	1.1
YLL039C	UBI4		0.88	3.18	0.73	0.74	0.31
YPL150W			1.09	1.02	0.9	1	1
YOR008C	SLG1		1.08	1.21	0.92	0.99	1.12
YPL216W			1.4	1.61	0.73	0.76	1.66
YBR295W	PCA1		0.68	0.64	1.53	1.29	0.82
YMR282C	AEP2		0.94	0.86			1
YJR062C	NTA1		1.19	1.25	0.78	1.02	0.66
YPL151C	PRP46		1.24	1.33	0.85	0.81	1.22
YDR210W			0.53	0.52	2.03	2.19	0.52
YOR276W	CAF20		0.41	0.44	2.41	2.42	0.43
YLR056W	ERG3		0.92	0.82	1.38	1.98	0.72
YLR311C			4.57	6.5	0.21	0.3	3.92
YPL217C	BMS1		0.3	0.27	3.59	2.46	0.37
YBR296C	PHO89		0.34		2.08	1.31	0.47
YKL002W			1.4	1.69	0.66	0.82	1.25
YNL222W	SSU72		1.02	1.01	0.87	0.81	1.16
YIL088C			0.95	0.92	1.12	1.26	0.9
YGL093W	SPC105		1.05	1.16	0.86	0.85	1.02
YBR028C			1.03	0.79	1.07	0.96	0.63
YGR176W			0.35	0.33	3.31	3.63	0.31
YKR099W	BAS1		0.94	0.65	1.4	1.16	0.61
YOR277C			0.38	0.5	2.82	2.58	0.43
YGL159W			1.17	1.31	0.78	0.85	1.02
YJL045W			2.19	3.98	0.47	0.47	2.17
YKL003C	MRP17		0.79	0.77	1.32	1.13	1.04
YJR128W			1.52	1.9	0.52	0.58	1.67
YMR014W			0.61	0.46	2.19	1.46	0.68
YGL094C	PAN2		0.89	0.65	1.47	1.1	0.81
YGR177C	ATF2		0.25		3.75	1.79	0.26
YER182W			2.73	2.56	0.51	0.45	3.07
YMR283C	RIT1		0.92	0.81	1.09	1.23	0.65
YDR545W	YRF1-1		1.14	2.14	0.61	0.63	0.33
YJR129C			0.95	0.77	1.43	1.26	0.56
YDR211W	GCD6		0.82	0.62	1.28	1.34	0.71
YHR134W			2.3	2.52	0.43	0.5	2.3
YLR057W			0.77	0.82	1.43	1.01	0.94
YMR015C	ERG5		0.68	0.75	1.7	2.37	0.52
YLR312C			3.88	4.77	0.27	0.29	3.15
YKR020W			1.03		0.91	0.78	1.01
YNL223W	AUT2		1.83	2.08	0.51	0.66	1.45
YER183C			1.46	1.64	0.81	0.8	1.59
YOR009W			1.41		0.58	0.54	1.76
YBR029C	CDS1		0.56	0.5	1.22	1.37	0.6
YHR135C	YCK1		1.51	2.38	0.59	0.57	1.44
YLR058C	SHM2		0.08	0.07	19.11	12.02	0.09
YJR063W	RPA12		0.56	0.3	3.05	2.45	0.42
YJL046W			0.78	0.75	1.29	1.4	0.73
YNL224C			1.14	1.16	0.82	0.75	1.28
YPL152W	RRD2		2.1	2.13	0.47	0.52	1.94
YGL095C	VPS45		1.15	1.24	0.79	0.81	1.21
YPL218W	SAR1		0.85	0.96	1.52	1.98	0.76
YBR297W	MAL33		1.16	1.08	1.06	1.38	0.78
YGR178C	PBP1		0.75	0.75	1.74	1.71	0.76
YDR480W	DIG2		1.24	1.75	0.69	0.65	1.31
YIL089W			1.36	1.54	0.98	1.11	1
YJL047C	RTT101		1.05	1.12	0.89	0.89	1.22
YPR170C			0.73	0.76	1.27	1.53	0.73
YPL153C	RAD53		0.79	0.56	1.33	1.27	0.78
YDR212W	TCP1		1.12	0.96	1.08	1.01	0.81
YOR278W	HEM4		1.15	1.19	0.86	0.95	1.09
YMR016C	SOK2		1.18	1.13	0.96	0.73	1.42
YLR313C	SPH1		0.9	0.79	1.15	1.06	0.83
YBR298C	MAL31		0.88	0.89	1.07	1.1	0.82
YKR021W			1.34	1.26	0.8	0.73	0.96
YKL004W	AUR1		0.4	0.4	2.65	1.95	0.6
YDR481C	PHO8		0.68		1.16	1.18	0.74
YER184C			1.58	1.53	0.61	0.73	1.54
YOR279C			1.48	1.51	0.72	0.82	1.37
YHR136C	SPL2		0.85	0.86	1.36	1.44	0.84
YLR059C	YNT20		2.01	1.71	0.73	0.66	1.86
YMR284W	YKU70		1.11	1.3	0.68	0.89	0.3
YJR064W	CCT5		0.92	0.93	1.39	1.25	0.95
YKR022C			1.65	1.92	0.56	0.63	1.58
YNL225C	CNM67		1.17	1.26	0.65	0.82	1.3
YKL005C			1.14	0.96	0.91	0.93	
YIL010W	DOT5		1.1	1.39	0.77	0.64	1.46
YPL219W	PCL8		0.8	0.8	1.2	1.48	0.78
YGR179C			1.06	1.01	0.76		1
YMR285C			0.84	0.82	1.25	1.19	0.9
YJR065C	ARP3		1.17	1.08	0.85	0.99	1.31
YHR070W			0.46	0.48	2.37	2.14	0.54
YJL048C			18.89	19.58	0.06	0.17	9.57
YDL130W	RPP1B		0.12	0.14	9.47	9.46	0.15
YPL154C	PEP4		2.82	3.1	0.42	0.48	2.6
YDR213W			0.91	0.74	1.09	0.98	0.87
YLR314C	CDC3		0.79	0.68	1.26	1.12	0.9
YDR482C			1.32	1.36	0.78	0.83	1.46
YGL096W				3.59	0.31	0.42	2.57
YPR171W			0.79	0.75	1.59	1.56	0.77
YIL011W			0.34	0.4	2.59	2.5	0.43
YMR017W	SPO20		0.64	1	1.05	0.83	0.9
YBR299W	MAL32		1.11	1.1	1.01	1.12	0.92
YOR200W			0.85	0.78	1.3	1.37	0.75
YFL060C	SNO3		4.09		0.25	0.44	2.95
YER185W					0.48	0.74	2.1
YBR220C			0.61	0.55	1.85	1.5	0.61
YHR071W	PCL5		0.86	0.83	1.04	1.1	0.97
YDL131W	LYS21		2.3	2.49	0.44	0.68	1.64
YPL155C	KIP2		0.68	0.43	1.76	1.5	0.81
YDR214W			2.12	2.1	0.54	0.83	1.42
YHR137W	ARO9		1.85	2.42	0.43	0.69	2.71
YNL160W	YGP1		61.92	84.21	0.02	0.02	71.37
YGR100W	MDR1		1.29	1.21	0.94	0.92	1.15
YKR023W			1.26	1.19	0.83	0.71	1.44
YKL006W					9.08	9.05	0.15
YOR201C	PET56		0.9	0.78	1.39	1.42	0.79
YNL226W			0.7		0.84	0.91	1.03
YER186C			1.27	1.33	0.71	0.91	1.1
YGL097W	SRM1		0.79	0.66	1.55	1.63	0.69
YDR215C			1.13		0.82		0.57
YHR138C			1.22	1.73	0.78	0.98	1.08
YMR286W	MRPL33		0.84	0.91	1.18	1	1.15
YJR066W	TOR1		1.18	1.32	0.69	0.74	1.02
YKR024C	DBP7		0.87	0.53	1.52	1.21	0.64
YJL049W			2.73	1.76	0.25	0.3	2.96
YPR172W			1.06	1.02	0.92	0.8	1.2
YNL227C			0.52	0.54	2.11	1.26	0.65
YIL012W					0.85		0.99
YMR018W			1.12		0.56		1.11
YLR315W			1.29	1.61	0.69	0.68	1.44
YDR483W	KRE2		1.11	1.04	1.21	1.38	0.8
YMR287C	MSU1		1.39	1.26	0.83	0.76	1.42
YBR221C	PDB1		0.98	1.05	1.34	1.67	0.89
YJR067C	YAE1		0.99	0.74	1.38	1.23	0.86
YPL090C	RPS6A		0.12	0.14	9.06	9.07	0.12
YHR072W	ERG7		1.06	1.03	0.99	0.94	1.15
YIR030C				3.31	0.35	0.42	2.02
YPR173C	VPS4		1.01	0.78	1.33	1.42	0.85
YDL132W	CDC53		0.92	0.86	1.23	0.98	1.03
YPL156C			0.77	0.77	1.41	1.3	0.9
YIL013C	PDR11		1.07	1.11	2.39	1.18	0.44
YNL161W	CBK1		0.64	0.47	1.62	1.38	0.7
YLR316C	TAD3		1.06	0.97	0.97	0.96	1.04
YGR101W			1.61	1.94	0.49	0.56	2.7
YKL007W	CAP1		1.84	1.93	0.54	0.57	1.89
YGL098W			1.43	1.35	0.66	0.87	0.98
YFL061W			1.83		0.42		
YHR139C	SPS100		0.88	0.79	1.26	1.32	0.75
YGR102C			2.15	2.36	0.48	0.5	2.37
YKL008C	LAC1		0.93	0.89	1.08	1.09	0.75
YLR250W	SSP120		2.71	2.61	0.39	0.43	2.63
YMR019W	STB4		0.8	0.64	1.43	1.51	0.62
YOR202W	HIS3		0.28	0.22	3.79	3.29	0.26
YDR484W	SAC2		1.31	1.31	0.73	0.7	1.06
YER187W			0.66		1.26	1.2	0.84
YBR222C	FAT2		2.42	1.81	0.52	0.67	2.26
YDR150W	NUM1		0.95	0.91	1.17	1.13	1.03
YHR073W			1.31		0.74	0.89	1.21
YPR174C			0.94	1	1	1.09	0.9
YDL133W			0.99	1.04	0.88	1.04	0.96
YIR031C	DAL7		1.69	1.68	0.83	0.88	1.13
YDR216W	ADR1		0.24	0.23	4	4.1	0.3
YNL162W	RPL42A		0.16	0.13	3.73	3.41	0.23
YOL120C	RPL18A		0.1	0.12	12.08	12.4	0.11
YKR025W	RPC37		0.79	0.71	1.47	1.52	0.73
YNL228W			0.65	0.57	1.57	1.18	0.79
YDR485C			0.71	0.63	1.22	1.19	0.73
YDR151C	CTH1		1.76	1.39	0.6	1.1	1.44
YGL099W			0.65	0.5	1.87	1.69	0.61
YDL134C	PPH21		1.28	1.25	0.94	1.12	0.98
YFL062W	COS4		6.07	5.97	0.16	0.29	5.43
YDR217C	RAD9		1	0.79	0.91		0.65
YNL163C			0.68	0.71	1.34	0.98	0.76
YGL020C			0.75	0.83	1.45	1.32	0.85
YMR288W			0.89	0.53	1.19	1.06	0.94
YJR068W	RFC2		0.91	0.87	1.23	1.28	0.81
YPL091W	GLR1		2.1	2.14	0.49	0.5	2.74
