INAME	GENE	CHR	SIMR_UP2_184FR	SIMR_UP2_229	SIMR_UP2_231
YGL050W		7	  0.50	  0.49	  2.24
iEx316I		0	  1.28	  1.60	  1.16
YDR502C	SAM2	4	  0.79	  0.89	  1.42
YLR348C	DIC1	12	  1.86	  0.55	  0.47
iOx345I		0	  1.00	  0.64	  1.33
YGR133W	PEX4	7	  1.88	  0.79	  0.47
YKR056W	RNC1	11	  1.71	  1.22	  0.49
YGL116W	CDC20	7	  1.18	  1.19	  0.81
YLR014C	PPR1	12	  1.21	  0.80	  0.91
YKL039W	PTM1	11	  1.56	  1.19	  0.59
iOx011I		0	  0.99	  0.46	  0.86
iDx293I		4	  1.57	  0.61	
iDx359I		0	  1.24	  1.27	  0.79
YBR253W	SRB6	2	  1.23	  2.42	  0.82
iNx388I		14	  1.19	  0.65	  0.79
YJR099W	YUH1	10	  1.03	  0.66	  0.95
iDx025I		0	  0.94		  1.36
iNx054I		0	  1.68	  1.01	  1.12
iJx131I		0	  0.93	  0.94	  0.89
YMR240C	CUS1	13	  0.87	  0.80	  0.72
YPL188W	POS5	16	  1.20	  1.21	  1.06
iPx303I		0	  0.55	  0.73	  1.45
iCx068I		3	  0.84	  0.71	  1.49
YBR254C	TRS20	2	  1.16		  0.78
iMx097I		0	  0.64	  0.59	  1.73
iIx174I		0	  0.94	  1.18	  0.74
iEx251I		0	  0.53	  1.40	  1.78
iOx280I		0	  1.33	  1.32	  0.68
YAR028W		1	  1.34	  1.02	  0.80
YGL051W		7	  1.08	  0.85	  0.90
iEx317I		0	  1.58	  1.09	  0.54
YDR503C	LPP1	4	  1.01	  0.86	
iOx346I		0	  1.57	  0.59	  0.59
iGx500I		0	  0.84	  0.77	  1.01
YGR134W		7	  1.12	  1.53	  0.70
YKR057W	RPS21A	11	  1.78	  1.34	  0.52
YGL117W		7	  1.64	  1.53	  0.57
iOx012I		0	  1.05	  2.32	  0.95
iDx294I		0	  1.58	  1.91	  0.74
YMR306W	FKS3	13	  0.92	  0.69	  0.70
iNx389I		0	  1.74	  0.70	  0.51
iDx026I		0	  0.93		  1.33
iNx055I		0	  2.22	  0.62	  0.95
iJx132I		0	  0.39	  0.87	  2.26
YGL118C		7	  1.26	  1.19	  0.54
YLR283W		12	  0.59	  0.50	  1.39
YPL189W		16	  1.44	  0.51	  0.69
YLR349W		12	  1.47	  0.42	  0.51
iPx304I		0	  0.89	  0.90	  1.56
YLR015W		12	  1.29	  0.91	  1.00
iCx069I		3	  0.55	  1.68	  2.12
iEx252I				  0.95	
iMx098I		0	  1.07	  1.24	  0.63
iIx175I		0	  0.95	  0.71	  0.69
YLR284C	ECI1	12	  0.66	  0.69	  1.69
iOx281I		0	  1.09	  0.98	  0.78
YAR029W		1	  0.94	  0.78	  1.06
YGL052W		7	  0.95	  0.58	  1.19
iEx318I		0	  1.81	  0.87	  0.46
YDR504C		4	  0.93	  1.45	  1.33
YHL010C		8	  2.13	  0.47	  0.49
iOx347I		0	  1.59	  1.54	  0.43
iGx501I		0	  1.48	  0.90	  0.56
YGR135W	PRE9	7	  1.03	  1.32	  0.90
YKR058W	GLG1	11	  1.33	  0.91	
YLR016C		12	  1.13	  0.47	  1.01
iOx013I		0	  1.09	  1.10	  0.93
YMR241W	YHM2	13	  0.56	  1.45	  1.52
iDx295I		0	  0.75	  0.77	  1.22
YBR255W		2	  0.79	  0.72	  1.06
iDx027I		0	  0.73		  1.56
iNx056I		0	  1.75	  0.78	  0.66
iJx133I		0	  1.10	  1.60	  0.84
YMR242C	RPL20A	13	  0.85	  0.76	  0.97
YMR308C	PSE1	13	  0.44	  2.38	  1.65
iPx305I		0	  1.15	  0.64	  0.86
YBR256C	RIB5	2	  1.12		  0.92
iMx099I		0	  1.00	  0.81	  0.90
iIx176I		0	  0.59	  0.65	  1.37
iEx253I		0	  0.63	  0.60	  1.04
iOx282I		0	  0.71	  1.11	  1.00
YGR070W	ROM1	7	  0.58	  1.86	
YGL053W		7	  1.05	  0.98	  0.97
iEx319I		0	  2.21		  0.45
YDR505C	PSP1	4	  1.22	  1.87	
YHL011C	PRS3	8	  1.21	  0.71	  1.22
iGx502I				  0.93	  0.72
iOx348I		0	  0.62	  1.36	  1.19
YGR136W		7	  0.64	  1.12	  1.52
YKR059W	TIF1	11	  1.36	  0.98	  0.83
YGL119W	ABC1	7	  1.20	  0.64	  0.94
iOx014I		0	  0.90	  1.35	  0.95
iDx296I		0	  1.24	  0.89	  0.80
YBR190W		2	  1.42	  0.57	  0.75
YGR071C		7	  0.63	  1.65	  1.45
YGL054C	ERV14	7	  0.65	  1.03	  1.22
iDx028I		0	  0.98		  0.96
iNx057I		0	  0.81	  2.51	  1.06
iJx134I		0	  1.90	  0.71	  0.33
YLR285W		12	  0.64		  1.27
YMR243C	ZRC1	13	  1.54	  2.28	  0.64
iPx240I		16	  1.76	  0.88	  0.89
YMR309C				  0.84	
iPx306I		0	  1.27	  0.86	  0.74
YLR017W	MEU1	12	  1.05	  0.59	  1.00
YER119C-A		5	  1.68	  0.85	  0.55
iIx177I		0	  1.04	  1.39	  0.95
iEx254I		0	  0.81	  1.83	  1.11
YLR286C	CTS1	12	  0.73	  0.60	  1.08
iOx283I		0	  0.84	  0.85	  0.77
iKx360I		0	  1.25		  1.05
YDR506C		4	  1.25	  0.97	  0.75
iOx349I		0	  0.79	  0.93	  1.22
iGx503I		0	  0.47	  1.08	  1.79
YGR137W		7	  0.49	  1.28	  2.08
YLR018C		12	  1.12	  1.22	  1.17
iOx015I		0	  0.77	  1.40	  1.21
iDx297I		0	  0.44		  2.39
YBR191W	RPL21A	2	  0.86	  1.30	  1.53
YBR257W	POP4	2	  1.25	  0.74	  0.68
iDx029I		0	  0.41	  1.15	  2.48
YGR138C				  0.96	
YDR440W	DOT1	4	  0.60	  0.43	  1.71
iNx058I		0	  0.88	  0.88	  1.17
iJx135I		0	  0.47	  0.52	  1.95
iPx241I		0	  1.39	  0.66	  1.08
YHL012W		8	  0.91	  0.84	  1.78
iPx307I		0	  1.97	  0.54	  0.49
YBR258C		2	  1.16	  0.60	  0.85
iIx178I		0	  1.10	  0.91	  0.92
iEx255I		0	  1.32	  1.68	  0.54
YDR441C	APT2	4	  0.64	  0.92	  1.75
YLR287C		12	  1.19	  0.59	  0.85
iOx284I		0	  0.43	  0.60	  1.97
iKx361I		0	  0.86		  1.15
YGR072W	UPF3	7	  0.99	  2.83	  0.85
YGL055W	OLE1	7	  1.02	  2.62	  1.31
YHR030C	SLT2	8	  1.26	  0.79	  0.67
YDR507C	GIN4	4	  0.77		  0.70
YHL013C		8	  0.72	  0.82	  1.84
iGx504I		0	  1.27	  2.14	  0.47
YMR244W				  1.13	
iOx016I		0	  0.90	  0.67	  0.78
iDx298I		0	  0.86	  0.84	  1.14
YBR192W	RIM2	2	  0.40	  1.66	  2.44
YGR073C		7	  0.79	  0.55	  0.97
iJx070I		0	  1.22	  0.53	  0.78
YGL056C	SDS23	7	  0.75	  2.13	  1.30
iNx059I		0	  0.93	  1.63	  1.12
iJx136I		0	  0.78	  1.32	  1.10
iPx242I		0	  0.80	  0.53	  1.26
YBR193C	MED8	2	  0.66	  0.63	
iPx308I		0	  0.94	  0.75	  0.68
YLR019W		12	  0.74	  0.85	  1.72
iEx190I		0	  1.01	  1.14	  0.75
iIx179I		0	  0.93	  1.39	  0.87
iEx256I		0	  1.35	  1.54	  0.91
YLR288C	MEC3	12	  1.45		  0.57
iOx285I		0	  1.00	  1.05	  0.81
iKx362I		0	  0.37		  2.17
YHR031C	RTT104	8	  1.66	  0.81	  0.70
YDR508C	GNP1	4	  2.18	  0.66	  0.48
YHL014C	YLF2	8	  0.55	  2.17	  2.32
iGx505I		0	  1.39	  1.39	  0.69
YGR139W		7	  1.03	  1.31	  0.77
YNL120C		14	  0.91	  1.07	  1.09
iOx017I		0	  1.19	  1.02	  1.10
YMR245W		13	  1.63	  1.70	  0.52
iDx299I		0	  1.00	  0.82	  1.24
iJx071I		0	  1.69	  0.81	  0.70
YGL057C		7	  0.39	  0.69	  2.89
YBR259W		2	  0.57	  0.88	  1.48
YMR180C	CTL1	13	  0.63	  0.68	  1.47
iJx137I		0	  1.40		  0.66
YDR442W		4	  0.93	  0.61	  0.95
iPx243I		0	  0.57	  0.97	  1.45
iLx320I		0	  1.36	  0.58	  0.55
iPx309I		0	  0.97	  1.48	  0.68
iEx191I		0	  0.86	  0.67	  0.91
YHR214W-A		8	  1.01	  0.66	  1.16
iEx257I		0	  1.39	  0.95	  0.59
YDR443C	SSN2	4	  1.19	  1.03	  0.68
iOx286I		0	  1.03	  0.83	  0.71
iKx363I		0	  1.45		  0.56
iGx440I		0	  0.85	  1.26	  1.30
YGR074W	SMD1	7	  0.84	  0.55	  1.09
iGx506I				  0.62	  0.71
YNL121C	TOM70	14	  0.85	  0.62	  0.87
iOx018I		0	  1.78	  1.04	  0.46
YMR246W	FAA4	13	  0.70	  1.09	  1.41
YBR194W		2	  0.57	  0.93	  2.05
YGR075C	PRP38	7	  0.72	  1.45	  1.23
iJx072I		0	  1.39	  1.03	  0.75
YMR181C		13	  1.30	  0.52	  0.55
iJx138I		0	  1.15	  1.42	  0.77
YLR289W	GUF1	12	  0.78	  0.71	  1.35
YMR247C		13	  0.90	  0.74	  0.86
YHR032W		8	  2.03	  1.34	  0.61
iPx244I		0	  1.31	  0.56	  0.48
iLx321I		0	  0.70	  0.52	  1.10
YDR509W		4	  1.98	  0.81	  0.42
YHL015W	RPS20	8	  1.16	  1.71	  1.08
YBR195C	MSI1	2	  0.49	  1.00	  1.61
iEx192I		0	  1.52	  0.69	  0.54
iEx258I		0	  0.73	  0.87	  1.43
iAx001I		1	  1.05	  0.95	  1.60
iOx287I		0	  0.59	  1.11	  1.54
iKx364I		0	  0.71	  1.29	  1.38
iGx441I		0	  0.48	  1.42	  2.08
YGL058W	RAD6	7	  0.79	  0.73	  1.69
iKx030I		0	  1.56	  1.59	
YHL016C	DUR3	8	  1.03	  0.70	  1.29
iGx507I		0	  0.77	  1.36	  1.23
YNL122C		14	  0.46	  1.03	  2.45
iOx019I		0	  1.39	  0.82	  0.54
YGR076C	MRPL25	7	  0.92	  0.79	  1.00
iJx073I		0	  1.38	  1.19	  0.69
iFx150I		0	  1.19	  0.70	  0.90
YMR182C	RGM1	13	  1.74	  1.19	  0.62
iJx139I		0	  0.50	  1.25	  2.00
YDR444W		4	  1.23	  0.55	  0.71
iDx810I		0	  1.17	  0.94	  1.07
YDR110W	FOB1	4	  0.90	  1.77	  1.17
iPx245I		0	  1.18	  0.93	  0.61
iLx322I		0	  1.18	  0.71	  0.73
YHR033W		8	  0.87	  0.71	  1.18
YBR196C	PGI1	2	  1.08	  0.60	  1.00
iEx193I		0	  1.18	  2.06	  0.52
iEx259I		0	  1.15	  0.56	  0.59
YDR445C		4	  0.85	  0.51	  1.12
iAx002I		1	  1.10	  0.76	  1.40
iOx288I		0	  0.43	  0.94	  1.68
iKx365I		0	  1.37	  0.78	  0.50
iGx442I		0	  1.21	  1.45	  1.02
YDR111C		4	  0.83	  0.91	  1.32
YHR034C		8	  0.91		  1.04
YGL059W		7	  0.78	  0.58	  1.38
iKx031I		0	  0.93	  1.60	  1.27
iGx508I		0	  1.28	  0.58	  0.59
YJL200C		10	  0.84		  1.39
YGR077C	PEX8	7	  1.42	  1.09	  0.75
iJx074I		0	  0.53	  1.43	  1.60
iFx151I		0	  0.81	  1.60	  1.35
YMR183C	SSO2	13	  1.10	  0.48	  1.00
iPx180I		0	  1.11	  1.04	  0.86
iDx811I		0	  1.21	  0.69	  1.01
iPx246I		0	  2.19	  1.67	  0.47
iLx323I		0	  0.72		  1.10
YHL017W		8	  1.01	  0.85	  0.99
YBR197C		2	  1.63	  1.87	  0.60
YNL123W		14	  0.75	  1.37	  1.25
iEx194I		0	  1.26	  0.92	  0.80
iAx003I		1	  0.58	  0.81	
iOx289I		0	  1.80	  2.49	  0.49
iKx366I		0	  1.24		  0.77
iGx443I		0	  1.85	  1.88	  0.49
iKx032I		0	  0.45	  1.44	  3.10
iGx509I		0	  1.56	  1.39	  0.48
YGR078C	PAC10	7	  1.46	  2.60	  0.49
iJx075I		10	  0.58	  1.20	  1.30
YDR380W		4	  1.37	  0.74	  0.80
iFx152I		0	  0.66	  0.70	  1.68
iPx181I		0	  1.07	  1.30	  0.74
YDR446W	ECM11	4	  0.68	  1.13	  1.38
iDx812I		0	  1.61	  0.81	  0.65
YDR112W		4	  1.31	  0.72	  0.83
iPx247I		0	  1.99	  0.74	  0.37
iLx324I		0	  0.81	  0.78	  0.96
YHR035W		8	  1.26	  2.33	  0.86
YHL018W		8	  1.82	  0.71	  0.48
YBR198C	TAF90	2	  1.17	  0.74	  0.69
YJL201W	ECM25	10	  0.77		  1.40
YNL124W		14	  1.76	  0.99	  0.55
iEx195I		0	  0.62	  1.00	  1.38
YDR447C	RPS17B	4	  1.30	  0.87	  0.86
iAx004I		1	  1.02	  1.64	  0.72
iKx367I		0	  1.35		  0.60
iGx444I		0	  1.43	  0.71	  0.78
YDR113C	PDS1	4	  1.80	  0.86	  0.63
iKx033I		0	  1.19	  2.31	  0.92
YHL019C	APM2	8	  1.57	  0.55	  0.53
YMR184W		13	  1.29	  0.75	  0.61
iGx110I		0	  0.93	  1.16	  1.13
YJL202C		10	  1.81		  0.42
YNL125C	ESBP6	14	  0.69	  0.44	  1.60
YCR090C		3	  0.73	  0.54	  1.36
YCL073C		3	  1.12	  1.66	  0.98
iJx076I		0	  0.80	  1.04	  0.85
YDR381W	YRA1	4	  0.73	  0.74	  1.15
iBx230I		0	  0.98	  2.96	  1.21
iFx153I		0	  0.72	  1.18	  1.47
iPx182I				  1.45	
YDL030W				  0.51	
iDx813I		0	  1.37	  1.67	  0.90
iPx248I		0	  1.55	  0.96	  0.45
iLx325I		0	  0.83	  1.32	  0.99
YHR036W		8	  1.41	  1.65	  0.72
YHR001W-A	QCR10	8	  0.87	  1.11	  1.11
YOR100C	CRC1	15	  0.93	  0.47	  0.95
iEx196I		0	  0.87	  0.69	  0.91
iAx005I		1	  0.98	  0.70	  1.06
iKx368I		0	  1.36		  0.65
iGx445I		0	  1.11	  0.92	  0.74
YGR079W		7	  1.25	  1.16	  0.73
YDR114C		4	  1.24	  1.93	  0.84
iKx034I		0	  1.44	  1.64	
YMR185W		13	  1.48	  0.68	  0.62
iGx111I		0	  0.83	  0.69	  1.18
YBR199W	KTR4	2	  1.36	  0.91	  0.46
iJx077I		10	  0.81	  0.63	  1.11
YDR382W	RPP2B	4	  1.08	  0.53	  0.85
iBx231I		0	  1.32	  2.04	  0.62
iFx154I		0	  0.99	  1.10	  1.02
iLx260I				  2.40	
iPx183I		0	  1.19	  1.15	  0.86
YDL031W	DBP10	4	  1.12	  1.50	  0.66
YDR448W	ADA2	4	  1.08	  1.39	  0.92
iDx814I		0	  0.80	  0.56	  1.83
iPx249I		0	  0.80	  0.86	  1.04
iLx326I		0	  0.89	  1.12	  1.71
YHR037W	PUT2	8	  0.76	  1.21	  1.52
YJL203W	PRP21	10	  1.92		  0.48
YNL126W	SPC98	14	  0.73	  0.81	  1.49
iEx197I		0	  1.04	  2.37	  0.75
YDR383C		4	  0.70	  1.64	  1.58
YCR091W	KIN82	3	  0.79	  1.28	  1.31
iGx380I		0	  1.79	  1.84	  0.45
YCL074W		3	  1.57	  0.84	  0.56
YDR449C		4	  0.93	  0.64	  0.97
iAx006I		1	  1.23	  0.58	  0.93
iKx369I		0	  1.20		  0.79
iGx446I		0	  0.81	  1.66	  1.39
iGx112I		7	  0.78	  0.49	  1.95
iKx035I		0	  1.22	  1.69	  0.76
YMR186W	HSC82	13	  0.90	  0.95	  1.16
YJL204C		10	  1.48	  0.78	  0.63
YCR092C	MSH3	3	  0.93	  0.98	  1.18
YOR101W	RAS1	15	  1.22	  0.88	  0.87
iJx078I		0	  0.99	  0.93	  0.81
iBx232I		0	  0.77	  1.48	  1.16
iFx155I		0	  1.09	  1.62	  1.10
YMR187C		13	  0.47	  0.75	  1.91
iLx261I				  0.58	
iPx184I		0	  0.55	  1.05	  1.61
YDL032W		4	  1.91	  2.15	  0.37
YOR370C	MRS6	15	  1.46	  0.82	  0.71
iDx815I		0	  0.74	  0.58	  1.47
YDR115W		4	  1.19	  0.72	  0.73
iLx327I		12	  0.73	  1.06	  0.91
YHR038W	FIL1	8	  0.34	  1.47	  2.66
YNL061W	NOP2	14	  0.83	  1.33	  1.18
YNL127W		14	  1.50	  1.03	  0.75
iEx198I		0	  1.20	  1.62	  0.74
YDR384C		4	  1.19	  2.51	  0.77
iGx381I		0	  1.47	  1.61	  0.47
YDR050C	TPI1	4	  0.74	  2.00	  1.22
YCL075W		3	  1.44	  0.48	  0.61
YDL033C		4	  2.28	  0.90	  0.36
YAR002C-A				  0.98	
iAx007I		1	  1.18	  0.73	  0.89
iGx447I		0	  0.85	  0.86	  1.39
YDR116C		4	  1.48	  0.64	  0.85
YHR039C		8	  0.79	  0.60	
YNL062C	GCD10	14	  1.11	  0.85	  0.67
iKx036I		0	  1.33	  0.72	  0.61
iGx113I		0	  0.92	  1.42	  1.46
iFx090I		0	  1.04	  2.16	  0.88
YOR102W		15	  1.01	  0.95	  1.06
iJx079I		0	  0.97	  2.16	  1.15
iBx233I		0	  1.14	  1.82	  1.12
iDx750I		0	  0.94	  0.73	  1.27
iFx156I		0	  1.29	  1.10	  0.84
YMR188C		13	  0.96	  1.10	  0.97
iLx262I		12	  0.90	  1.35	  1.01
iPx185I		0	  1.24	  1.44	  0.68
YOR371C		15	  1.67	  0.70	  0.63
iDx816I		0	  0.94	  1.16	  1.68
iLx328I		12	  0.80	  1.90	  1.24
YOR103C	OST2	15	  1.09	  1.28	  0.86
YNL128W	TEP1	14	  1.42	  0.51	  0.85
iEx199I		0	  0.37	  1.30	  2.85
YCR093W				  1.76	
iGx382I		0	  1.66	  1.01	  0.61
YDR051C		4	  1.31	  0.68	  1.12
YCL076W		3	  1.26	  2.19	  0.82
iAx008I		1	  1.20	  0.59	  1.33
iGx448I		0	  1.38	  0.62	
YDR117C		4	  1.46	  1.63	  0.57
iKx037I		0	  1.26	  1.36	  0.88
iGx114I		0	  1.27	  1.65	  0.59
iMx220I		0	  1.11	  1.23	  0.97
YJL206C		10	  1.40	  0.75	  0.78
YOL020W	TAT2	15	  1.55	  1.36	  0.49
iFx091I		0	  0.80	  1.97	  1.04
YDR385W	EFT2	4	  1.54	  1.10	  0.68
iBx234I		0	  1.36	  1.66	  0.70
iDx751I		0	  0.70	  1.57	  2.14
iFx157I		0	  0.70	  0.66	  1.64
iPx186I		0	  1.47	  1.66	  0.78
iLx263I		0	  0.38	  1.65	  2.91
YDL034W		4	  1.41	  1.24	  0.49
YOR372C	NDD1	15	  1.77	  0.65	  0.66
iDx817I		0	  1.49	  0.64	  0.80
iLx329I		0	  0.74	  0.63	  1.00
YJL140W	RPB4	10	  0.91	  0.99	  1.03
YNL063W		14	  1.16	  1.22	  0.94
YOL021C	DIS3	15	  0.96	  0.85	  0.71
YNL129W		14	  1.25	  1.58	  0.87
YCR094W	CDC50	3	  0.82	  1.39	  1.32
iGx383I		0	  1.17	  2.30	  1.15
YDR052C	DBF4	4	  0.68	  1.70	  1.01
YDL035C				  0.43	
iAx009I		1	  1.15	  0.70	  1.42
iGx449I		0	  0.78	  0.68	  1.98
YJL141C	YAK1	10	  0.62	  1.90	  1.78
YNL064C	YDJ1	14	  0.51	  1.49	  2.13
iKx038I		11	  1.10	  0.82	  0.88
YMR189W	GCV2	13	  0.62	  1.21	  1.64
iGx115I		0	  1.05	  1.03	  0.74
iMx221I		0	  0.41	  3.04	  1.88
YJL207C		10	  0.90	  0.50	  0.67
YCR095C		3	  0.84	  1.44	  1.25
iFx092I		0	  0.78		  1.20
YOR104W		15	  1.38	  0.88	  0.59
YDR386W	MUS81	4	  0.55	  2.77	  2.07
iBx235I		0	  1.44	  2.56	  0.56
iDx752I		0	  1.01	  0.84	  0.99
iFx158I		0	  0.73	  1.59	  1.78
iLx264I		12	  0.42	  0.85	  2.56
iPx187I		0	  0.56	  0.85	  1.86
iDx818I		4	  0.95	  0.70	  0.64
YER010C		5	  1.33	  0.85	  0.64
YDR118W	APC4	4	  1.54	  0.75	  0.73
YOL022C		15	  0.52	  1.06	  1.74
YDR387C		4	  0.60	  0.57	  1.79
iGx384I		0	  1.05	  1.05	  0.79
iMx490I		0	  0.27	  0.93	  2.56
YDL036C		4	  1.04	  0.60	  0.87
iGx050I		0	  1.85	  1.42	  0.55
YJL142C		10	  0.38	  1.56	  2.45
iKx039I		0	  1.02	  0.52	  0.79
iGx116I		0	  1.00	  0.65	  0.96
iMx222I		0	  1.09	  0.78	  0.71
YJL208C	NUC1	10	  0.42		  2.14
YOR373W	NUD1	15	  0.98	  1.19	  0.64
YCR096C	A2	3	  1.01	  0.75	  1.11
iBx170I		0	  0.79		  1.30
iFx093I		0	  0.94	  0.80	  0.84
YOR105W		15	  1.34	  1.28	  0.56
iBx236I		0	  1.09	  1.26	  0.79
iDx753I		0	  1.69	  1.20	  0.66
iFx159I		0	  0.68	  0.57	  0.99
YDR053W		4	  1.06	  1.23	  0.67
iLx265I		12	  0.45	  0.59	  1.97
iPx188I		0	  1.85	  1.36	  0.77
YMR193C-A		13	  1.75	  3.43	  0.73
iDx819I		0	  1.19	  0.71	  1.41
YDR119W		4	  1.03	  0.70	  0.94
YNL065W		14	  0.73	  0.71	  1.46
YKL100C		11	  0.70	  0.95	  1.96
iGx385I		0	  1.04	  0.84	  0.66
YDR054C	CDC34	4	  0.69	  0.81	
iMx491I		0	  1.39	  0.46	  0.75
YDL037C		4	  1.23	  0.64	  0.66
iGx051I		0	  1.41	  1.04	  0.57
YJR160C		10	  0.90		
iGx117I		0	  0.94	  0.51	  1.00
YER011W	TIR1	5	  1.02	  0.70	  0.72
iMx223I		0	  1.58	  0.80	  0.50
YOR374W	ALD4	15	  0.92	  1.29	  1.18
YML035C-A		13	  1.51	  0.69	  0.47
YOR040W	GLO4	15	  1.20	  0.52	  0.92
YOL023W	IFM1	15	  0.83	  0.65	  1.55
iBx171I		0	  0.45		  2.14
iFx094I		0	  1.03		  1.00
YOR106W	VAM3	15	  1.28	  0.70	  0.84
YDR388W	RVS167	4	  1.65	  0.43	  0.71
iBx237I		0	  1.56	  1.15	  0.73
iDx754I		0	  2.35	  0.97	  0.54
iPx189I		0	  1.84	  0.63	  0.43
iLx266I		0	  0.97	  0.82	  1.38
iDx420I		0	  1.54	  1.03	  0.50
YOR375C	GDH1	15	  0.80	  1.97	  0.93
YJL143W	TIM17	10	  0.56	  0.67	  1.68
YOR041C		15	  1.36	  0.71	  0.78
YNL066W	SUN4	14	  1.77	  0.55	  0.68
YJL209W	CBP1	10	  0.46		  2.38
iGx386I		0	  0.77	  0.50	  1.07
iMx492I		0	  1.70	  0.45	  0.47
YDL038C		4	  1.10	  1.67	  0.92
iGx052I		0	  0.60	  1.00	  1.27
YJR161C	COS5	10	  1.16		  1.46
iGx118I		0	  0.79	  2.32	  1.30
YER012W	PRE1	5	  1.75	  1.07	  0.52
YPL250C		16	  1.08	  1.37	  0.78
iMx224I		0	  1.27	  0.86	  0.54
YCR098C	GIT1	3	  0.85	  1.23	  0.99
YKL101W	HSL1	11	  0.48	  0.83	  1.64
YOL024W		15	  0.97	  0.74	  0.82
iBx172I		0	  0.62		  1.64
iFx095I		0	  0.77	  1.49	  1.24
YOR107W		15	  1.49	  0.63	  0.69
YDR389W	SAC7	4	  0.70	  1.03	  1.65
iBx238I		0	  0.56	  1.04	  1.69
iDx755I		0	  0.83	  1.40	  1.51
iLx267I		0	  0.77	  0.89	  1.02
YDR055W	PST1	4	  1.03	  1.32	  0.86
iDx421I		0	  1.54	  0.71	  0.68
iHx010I		0	  1.12	  0.83	  1.67
YJL144W		10	  1.00		  1.13
YNL067W	RPL9B	14	  1.27	  2.05	  0.71
YKL102C		11	  1.84	  1.31	  0.47
YLR410W	VIP1	12	  1.81		  0.55
iGx387I		0	  1.19	  1.79	  0.86
YDR056C		4	  0.97	  1.06	  0.91
iMx493I		0	  1.63		  0.67
YDL039C		4	  0.98	  1.16	  1.07
iCx130I		0	  1.41		  0.67
iGx053I		0	  1.03	  0.60	  0.99
YJR162C		10	  1.02	  1.45	  1.44
YNL068C	FKH2	14	  1.72	  0.77	  0.63
iGx119I		0	  1.24	  1.13	  1.09
YER013W	PRP22	5	  1.29	  0.90	  0.91
iMx225I		0	  0.55	  0.89	
YOR376W		15	  1.14		  1.02
YCR099C		3	  1.03	  0.88	  1.02
YOR042W		15	  1.39	  1.60	  0.75
YOL025W	LAG2	15	  1.36	  0.62	  0.74
iBx173I		0	  1.51		  0.73
iDx690I		0	  0.87		  1.00
iFx096I		0	  0.59	  0.81	  1.92
YOR108W		15	  1.46	  0.53	  0.65
iBx239I		0	  1.20	  1.13	  0.50
iDx756I		0	  1.10	  0.74	  1.18
iLx268I		0	  0.63	  0.70	  1.48
iDx422I		0	  1.05	  0.87	  0.99
iHx011I		0	  0.90	  1.63	  0.90
YJL145W		10	  1.09		  0.88
YKL103C	LAP4	11	  2.20	  0.64	  0.46
YOL026C		15	  2.00	  0.54	  0.54
YPL251W		16	  0.78	  0.85	  1.39
YLR411W	CTR3	12	  0.78	  0.85	  1.62
iGx388I		0	  1.01	  0.57	  0.88
YJL080C	SCP160	10	  1.23		  0.91
iCx131I		3	  0.87	  0.63	
iMx494I		0	  1.38	  0.64	  0.67
iGx054I		0	  0.97	  0.76	  0.71
iMx160I		0	  0.46	  0.96	  1.52
YNL069C	RPL16B	14	  0.82	  0.66	  1.07
YER014W	HEM14	5	  0.97	  1.64	  1.12
YPL252C	YAH1	16	  0.77	  1.76	  1.45
iMx226I		0	  0.59	  1.23	  1.94
YOR377W	ATF1	15	  0.84	  0.47	  1.67
YOR043W	WHI2	15	  1.27	  1.97	  0.78
iBx174I		0	  1.12		  0.78
iDx691I		0	  1.45	  0.92	  0.63
iFx097I		0	  0.75	  1.78	  1.37
YOR109W	INP53	15	  1.25	  0.56	  0.64
iHx280I		0	  1.75	  0.95	  0.65
iDx757I		0	  0.71	  0.84	  1.25
iLx269I		0	  1.30	  1.01	  0.79
YDR057W		4	  0.95	  1.58	  1.01
iDx423I		0	  0.74	  0.85	  1.17
iHx012I		0	  0.76	  0.56	  1.03
YJL146W	IDS2	10	  1.30		  0.83
YKL104C	GFA1	11	  1.89	  2.61	  0.62
YOL027C		15	  1.44	  0.72	  0.69
YLR412W		12	  1.08	  1.09	  0.88
iGx389I		0	  1.06	  2.41	  0.91
YDR058C	TGL2	4	  0.86	  0.75	  1.24
YPR001W	CIT3	16	  1.21	  0.50	  0.79
YJL081C	ARP4	10	  0.53		  2.51
iMx495I		0	  0.88	  0.73	  1.16
iCx132I		0	  1.22		  0.74
iGx055I		0	  1.04	  1.51	  0.60
iMx161I		0	  1.25	  0.86	  0.52
YJL147C		10	  0.96		  1.17
YPL253C				  1.02	
YER015W	FAA2	5	  0.74	  0.75	  1.52
iMx227I		0	  0.84	  0.51	  1.40
YOR378W		15	  1.43	  2.48	  0.80
iOx410I		0	  0.70	  0.64	  1.85
YOR044W		15	  0.60	  1.80	  1.28
iBx175I				  1.49	  0.92
iDx692I		0	  1.07	  0.84	  0.94
iFx098I		0	  1.08		  0.90
iHx281I		0	  1.02	  1.04	  0.95
iDx758I		0	  1.45	  0.86	  0.55
YAL010C	MDM10	1	  0.59	  0.50	  1.85
iDx424I		0	  0.54	  0.92	  1.94
YOR379C				  1.30	  0.81
iHx013I		0	  0.95	  1.56	  1.04
YKL105C		11	  0.81	  1.57	  1.78
YOL028C	YAP7	15	  0.79	  0.95	  1.25
YLR413W		12	  0.76	  1.35	  1.32
